title,cluster,description,keywords
Water 2012 A Adoption Of Supplemental Ordinance Voluntary Notice 3-22-13,3,Water 2012 A Adoption Of Supplemental Ordinance Voluntary Notice 3-22-13,"downgrade, lists, april, presentation, public, group"
Special Oblgation 2008 D ( Arena) Notice Of Partial Redemption 3-1-13,9,Special Oblgation 2008 D ( Arena) Notice Of Partial Redemption 3-1-13,"notice, redemption, notice, defeasance, b, water"
Special Oblgation 2009 D ( Chouteau) Notice Of Redemption 1-31-13,9,Special Oblgation 2009 D ( Chouteau) Notice Of Redemption 1-31-13,"notice, redemption, notice, defeasance, b, water"
Special Obligation 2009 C ( Chouteau) Notice Of Redemption 1-31-13,21,Special Obligation 2009 C ( Chouteau) Notice Of Redemption 1-31-13,"obligation, special, b, notice, downgrade, defeasance"
Assured Guaranty Downgraded To A3 By Moody's 1-28-13,3,Assured Guaranty Downgraded To A3 By Moody's 1-28-13,"downgrade, lists, april, presentation, public, group"
Special Obligation 2009 B ( President Hotel) Notice Of Partial Redemption 1-28-13,21,Special Obligation 2009 B ( President Hotel) Notice Of Partial Redemption 1-28-13,"obligation, special, b, notice, downgrade, defeasance"
Special Obligation 2009 A (909 Walnut) Downgrade By Moody's 1-4-13,21,Special Obligation 2009 A (909 Walnut) Downgrade By Moody's 1-4-13,"obligation, special, b, notice, downgrade, defeasance"
Special Obligation 2009 A (909 Walnut) Notice Of Redemption 1-4-13,21,Special Obligation 2009 A (909 Walnut) Notice Of Redemption 1-4-13,"obligation, special, b, notice, downgrade, defeasance"
Sewer 2004 A Form Of Notice Of Redemption And Defeasance 12-13-12,9,Sewer 2004 A Form Of Notice Of Redemption And Defeasance 12-13-12,"notice, redemption, notice, defeasance, b, water"
Sewer 2004 A Notce Of Defeasance And Redemption 12-13-12,9,Sewer 2004 A Notce Of Defeasance And Redemption 12-13-12,"notice, redemption, notice, defeasance, b, water"
Moody's Withdraws Syncora Guarantee's Rating 11-20-12,3,Moody's Withdraws Syncora Guarantee's Rating 11-20-12,"downgrade, lists, april, presentation, public, group"
GARB 2004 E No Longer Obligated Person 9-6-12,21,GARB 2004 E No Longer Obligated Person 9-6-12,"obligation, special, b, notice, downgrade, defeasance"
Special Obligation 2009 A (909 Walnut) Upgrade To AA- 8-30-12,21,Special Obligation 2009 A (909 Walnut) Upgrade To AA- 8-30-12,"obligation, special, b, notice, downgrade, defeasance"
FGIC Rehabilitation Proceeding Notice 7-27-12,9,FGIC Rehabilitation Proceeding Notice 7-27-12,"notice, redemption, notice, defeasance, b, water"
Special Obligation 2008 E & F Downgrade To A- By Fitch 7-25-12,21,Special Obligation 2008 E & F Downgrade To A- By Fitch 7-25-12,"obligation, special, b, notice, downgrade, defeasance"
Earnings Tax Informational Notice Update 7-11-12,11,Earnings Tax Informational Notice Update 7-11-12,"information, standards, documents, city, master, required"
Special Obligation 2009 C & D Downgrade To Aa3 By Moody's 6-28-12,21,Special Obligation 2009 C & D Downgrade To Aa3 By Moody's 6-28-12,"obligation, special, b, notice, downgrade, defeasance"
Special Obligation 2009 B Downgrade To Aa3 By Moody's 6-28-12,21,Special Obligation 2009 B Downgrade To Aa3 By Moody's 6-28-12,"obligation, special, b, notice, downgrade, defeasance"
Special Obligation 2009 B Downgrade 5-22-12,21,Special Obligation 2009 B Downgrade 5-22-12,"obligation, special, b, notice, downgrade, defeasance"
Special Obigation 2009 C And 2009 D Downgrade 5-22-12,21,Special Obigation 2009 C And 2009 D Downgrade 5-22-12,"obligation, special, b, notice, downgrade, defeasance"
KCMAC 2003 C Notice Of Defeasance  No Longer Obligated Person 10-4-13,21,KCMAC 2003 C Notice Of Defeasance  No Longer Obligated Person 10-4-13,"obligation, special, b, notice, downgrade, defeasance"
TIF 2004 Notice Of Redemption And Defeasance,9,TIF 2004 Notice Of Redemption And Defeasance,"notice, redemption, notice, defeasance, b, water"
TIF 2004 Notice Of Redmeption 10-3-13,9,TIF 2004 Notice Of Redmeption 10-3-13,"notice, redemption, notice, defeasance, b, water"
KCMAC 2003 C Notice Of Total Redemption 9-4-13,9,KCMAC 2003 C Notice Of Total Redemption 9-4-13,"notice, redemption, notice, defeasance, b, water"
FGIC Rehabilitation Update 8-27-13,3,FGIC Rehabilitation Update 8-27-13,"downgrade, lists, april, presentation, public, group"
KCMAC 2003 C Notice Of Rescision Of The Notice Of Redemption 8-7-13,9,KCMAC 2003 C Notice Of Rescision Of The Notice Of Redemption 8-7-13,"notice, redemption, notice, defeasance, b, water"
PFC 2001 And GARB 2003 A And B Notice Of Redemption And Defeasance 8-2-13,9,PFC 2001 And GARB 2003 A And B Notice Of Redemption And Defeasance 8-2-13,"notice, redemption, notice, defeasance, b, water"
GARB 2008 A Notice Of Defeasance No Longer Obligated Person 8-2-13,21,GARB 2008 A Notice Of Defeasance No Longer Obligated Person 8-2-13,"obligation, special, b, notice, downgrade, defeasance"
GARB 2008 A Notice Of Defeasance 8-2-13 (2),9,GARB 2008 A Notice Of Defeasance 8-2-13 (2),"notice, redemption, notice, defeasance, b, water"
PFC 2001 Notice Of Redemption 7-31-13,9,PFC 2001 Notice Of Redemption 7-31-13,"notice, redemption, notice, defeasance, b, water"
GARB 2003 B Notice Of Redemption 7-31-13,9,GARB 2003 B Notice Of Redemption 7-31-13,"notice, redemption, notice, defeasance, b, water"
GARB 2003 A Notice Of Redemption 7-31-13,9,GARB 2003 A Notice Of Redemption 7-31-13,"notice, redemption, notice, defeasance, b, water"
KCMAC 2003 C Notice Of Redemption 7-30-13,9,KCMAC 2003 C Notice Of Redemption 7-30-13,"notice, redemption, notice, defeasance, b, water"
TIF Series 2004 Planned Advance Refunding 7-29-13,6,TIF Series 2004 Planned Advance Refunding 7-29-13,"plan, developer, focus, city, neighborhood, street"
FGIC Rehabilitation Notice 7-18-13,9,FGIC Rehabilitation Notice 7-18-13,"notice, redemption, notice, defeasance, b, water"
2013 Community Partner Gardens,33,Listing of Community Partner Gardens from Kansas City Community Gardens updated November 2013. To obtain more information call 816-931-3877.,"city, kansas, kansas, city, kansas, missouri"
NPFG Upgraded To Baa1 By Moody's 5-31-13,3,NPFG Upgraded To Baa1 By Moody's 5-31-13,"downgrade, lists, april, presentation, public, group"
NPFG Upgraded To A By Standard And Poor's 5-15-13,3,NPFG Upgraded To A By Standard And Poor's 5-15-13,"downgrade, lists, april, presentation, public, group"
Major Development Projects 1990 to 2012,3,"listing of major development projects completed, underway or approved and their characteristics","downgrade, lists, april, presentation, public, group"
LAND DEVELOPMENT GUIDES - POLICIES - REFERENCES - AND - STANDARDS,31,"Main document for all links to the land development process related guides, policies, references, and standards.","process, master, developer, land, program, permit"
Vacant Parcels in Kansas City,3,This is a query of the land management database of property with no buildings and buildings less than 100 square feet. Download the attributes through the export button for further analysis.,"downgrade, lists, april, presentation, public, group"
LAND DEVELOPMENT ENGINEERING REFERENCE STANDARDS,31,LDD listed references and reference standards relevant to the land development process 11-14-2013,"process, master, developer, land, program, permit"
INSPECTION GROUP DESCRIBED,3,Inspection Group functional description,"downgrade, lists, april, presentation, public, group"
PERMIT GROUP DESCRIBED,24,Ldd Permit Group functional description,"permit, buildings, new, application, construction, required"
PLAT REVIEW GROUP DESCRIBED,3,Ldd Plat Revview Group functional descrption,"downgrade, lists, april, presentation, public, group"
PLAN REVIEW GROUP DESCRIBED,3,Land Development Plan Review Group functional description,"downgrade, lists, april, presentation, public, group"
Temporary Construction Easement,11,City Standard Temporary Construction Easement see separate Easement Instructions and Information Document,"information, standards, documents, city, master, required"
Easement Instructions And Information Document,11,Easement Instruction and Information Document Rev6,"information, standards, documents, city, master, required"
Sanitary Sewer Easement,11,City Standard Sanitary Sewer Easement see separate Easement Instructions and Information Document,"information, standards, documents, city, master, required"
Utility Easement,11,City Standard Utility Easement see separate Easement Instructions and Information Document,"information, standards, documents, city, master, required"
Storm Drainage Easement,11,City Standard Storm Drainage Easement see separate Easement Instructions and Information Document,"information, standards, documents, city, master, required"
2006 Chapter 18 Article 1: In General,19,Older Archived 2006 Building and Rehabilitation Code,"code, rehabilitation, buildings, developer, results, commission"
2006 Chapter 18 Article 11: Underground Space,19,Older Archived 2006 Building and Rehabilitation Code,"code, rehabilitation, buildings, developer, results, commission"
2006 Chapter 18 Table of Contents,19,Older Archived 2006 Building Development Code,"code, rehabilitation, buildings, developer, results, commission"
2006 Chapter 18 Article 15: Blasting,19,Older Archived 2006 Building and Rehabilitation Code,"code, rehabilitation, buildings, developer, results, commission"
2006 Chapter 18 Article 3: One and Two Family Dwellings,19,Older Archived 2006 Building and Rehabilitation Code,"code, rehabilitation, buildings, developer, results, commission"
2006 Chapter 18 Article 4: Electrical Code,19,Older Archived 2006 Building and Rehabilitation Code,"code, rehabilitation, buildings, developer, results, commission"
2006 Chapter 18 Article 2: Building Code,19,Older Archived 2006 Building and Rehabilitation Code,"code, rehabilitation, buildings, developer, results, commission"
2012 Chapter 18 Article 15: Blasting,19,Current 2012 Building and Rehabilitation Code,"code, rehabilitation, buildings, developer, results, commission"
2012 Chapter 18 Article 14: Energy Conservation,19,Current 2012 Building and Rehabilitation Code,"code, rehabilitation, buildings, developer, results, commission"
2012 Chapter 18 Article 13: Existing Building,19,Current 2012 Building and Rehabilitation Code,"code, rehabilitation, buildings, developer, results, commission"
2012 Chapter 18 Article 12: Contractors,19,Current 2012 Building and Rehabilitation Code,"code, rehabilitation, buildings, developer, results, commission"
2012 Chapter 18 Article 11: Underground Space,19,Current 2012 Building Rehabilitation Code,"code, rehabilitation, buildings, developer, results, commission"
2012 Chapter 18 Article 10: Signs,19,Current 2012 Building and Rehabilitation Code,"code, rehabilitation, buildings, developer, results, commission"
2012 Chapter 18 Article 9: Elevators and Conveying Systems,19,Current 2012 Building and Rehabilitation Code,"code, rehabilitation, buildings, developer, results, commission"
2012 Chapter 18 Article 8: Private Sewage Disposal Code,19,Current 2012 Building and Rehabilitation Code,"code, rehabilitation, buildings, developer, results, commission"
2012 Chapter 18 Article 7: Plumbing Code,19,Current 2012 Building and Rehabilitation Code,"code, rehabilitation, buildings, developer, results, commission"
2012 Chapter 18 Article 6: Mechanical Code,19,Current 2012 Building and Rehabilitation Code,"code, rehabilitation, buildings, developer, results, commission"
2012 Chapter 18 Article 5: Fuel Gas Code,19,Current 2012 Building and Rehabilitation Code,"code, rehabilitation, buildings, developer, results, commission"
2012 Chapter 18 Article 4: Electrical Code,19,Current 2012 Building and Rehabilitation Code,"code, rehabilitation, buildings, developer, results, commission"
2012 Chapter 18 Article 3: One and Two Family Dwellings,19,Current 2012 Building and Rehabilitation Code,"code, rehabilitation, buildings, developer, results, commission"
2012 Chapter 18 Article 2: Building Code,19,Current 2012 Building and Rehabilitation Code,"code, rehabilitation, buildings, developer, results, commission"
2006 Chapter 18 Article 14: Energy Conservation,19,Older Archived 2006 Building and Rehabilitation Code,"code, rehabilitation, buildings, developer, results, commission"
2006 Chapter 18 Article 13: Existing Building,19,Older Archived 2006 Building and Rehabilitation Code,"code, rehabilitation, buildings, developer, results, commission"
2006 Chapter 18 Article 12: Contractors,19,Older Archived 2006 Building and Rehabilitation Code,"code, rehabilitation, buildings, developer, results, commission"
2006 Chapter 18 Article 11: Underground Space,19,Older Archived 2006 Building and Rehabilitation Code,"code, rehabilitation, buildings, developer, results, commission"
2006 Chapter 18 Article 10: Signs,19,Older Archived 2006 Building Rehabilitation Code,"code, rehabilitation, buildings, developer, results, commission"
2006 Chapter 18 Article 9: Elevator and Conveying Systems,19,Older Archived 2006 Building and Rehabilitation Code,"code, rehabilitation, buildings, developer, results, commission"
2006 Chapter 18 Article 8: Private Sewage Disposal Code,19,Older Archived 2006 Building and Rehabilitation Code,"code, rehabilitation, buildings, developer, results, commission"
2006 Chapter 18 Article 7: Plumbing Code,19,Older Archived 2006 Building and Rehabilitation Code,"code, rehabilitation, buildings, developer, results, commission"
2012 Chapter 18 Article 1: In General,19,Current 2012 Building and Rehabilitation Code,"code, rehabilitation, buildings, developer, results, commission"
2006 Chapter 18 Article 5: Fuel Gas Code,19,Older Archived 2006 Building and Rehabilitation Code,"code, rehabilitation, buildings, developer, results, commission"
General Warranty Deed,11,City Standard General Warranty Deed,"information, standards, documents, city, master, required"
Template For As- Constructed Plans,6,Template For As- Constructed Plans,"plan, developer, focus, city, neighborhood, street"
Span and Guy Assemble Detail Drawing,3,Span Wire Hung Signal 01/01/05,"downgrade, lists, april, presentation, public, group"
Concrete Signal Base Drawing,3,Concrete Bases 09/10/12,"downgrade, lists, april, presentation, public, group"
